,Song,Movie,Singers,Musicians,Lyricists,Year,Lyrics
347,Ding Dang,Munna Michael,"Amit Mishra, Antara Mitra, Parry G, Shivi, Danish Sabri",Javed-Mohsin,"Danish Sabri, Sabbir Khan", ,"Meri shanti bhang karti hai Day night ye call karti hai x (2) Kabhi gaddi mein le jaao Kabhi shopping karao Har roz ye tang karti hai Meri waali ding dang, ding dang Ding dang, ding dang Ding dang karti hai Yeh meri waali ding dang, ding dang Ding dang, ding dang Ding dang karti hai x (2) Mujhe WhatsApp ye karta hai Location check karta hai Tum yahaan pe naa jana Tum wahaan pe naa jana Sala roz ye shaq karta hai Mera waala ding dang, ding dang Ding dang, ding dang Ding dang karta hai Yeh mera waala ding dang, ding dang Ding dang, ding dang Ding dang karta hai x (2) One thousand hain iske tantram Ek number ki nahin hai sharam Khud ko samjhe superhero Mujhko thoda lagta pani kamm Mere nakhre do na jhele Apne 100 dikhlaati hai Love ki A B C D padhna Mujhko kya sikhlaati hai Kabhi rude ban jata, attitude dikhata Kabhi too much love karta hai Mera waala ding dang, ding dang Ding dang, ding dang Ding dang karta hai Yeh mera waala ding dang, ding dang Ding dang, ding dang Ding dang karta hai x (2) Yeh Dilli waali ladkiyan hoti hain aisi Padegi peechhe to karti hai aisi taisi Hu main nahin banda Jo dekha toone sapnon mein Achchhe se to dekh jo aa gaya hu saamne Le aa gaya main near Ab kar na koyi fear Aaj karenge khulke baby Sab tanta clear Dekha tujhe jabse main ho gayi hu senti Mind me bajne lagi hai mere ghanti Chaubi ghante ab to karoongi tera peechha Dekhe meri mummy chahe dekhe meri aunty Meri shanti bhang karti hai Day night ye call karti hai x (2) Kabhi gaddi mein le jaao Kabhi shopping karao Har roz ye tang karti hai Meri waali ding dang, ding dang Ding dang, ding dang Ding dang karti hai Yeh meri waali ding dang, ding dang Ding dang, ding dang Ding dang karti hai x (2) Mera waala ding dang, ding dang Ding dang, ding dang Ding dang karta hai Yeh mera waala ding dang, ding dang Ding dang, ding dang Ding dang karta hai x (2)"
348,Main Agar,Tubelight,Atif Aslam,Pritam,Amitabh Bhattacharya, ,Main agar sitaron se chura ke laau roshni Hawaon se chura ke laau ragini Na poori ho sakegi unse magar teri kami Main agar nazaron se chura ke laau rangatein Mazaron se chura ke laau barkatein Na poori ho sakegi unse magar teri kami Yeh duniya parayi hai Bas ek apna hai tu Jo sach ho mera wo Savere ka sapna hai tu Dekhoonga tera raasta Ho kuchh tujhe bas khuda na khaasta Tere bina umra ke safar mein Bada hi tanha hu main Raftar jo waqt ki pakad na sake Woh lamha hu main Phagun ke maheene Tere bina hain feeke Jo tu nahi to saare Sawan mere sookhe Main agar kitabon se chura ke laau kayde Hisabon se chura ke laau fayde Na poori ho sakegi unse magar teri kami Main agar sitaron se chura ke laau roshni Hawaon se chura ke laau ragini Na poori ho sakegi unse magar teri kami Yeh duniya parayi hai Bas ek apna hai tu Jo sach ho mera wo Savere ka sapna hai tu Dekhoonga tera raasta Ho kuchh tujhe bas khuda na khaasta Khuda na khaasta Khuda na khaasta
349,Main Hoon,Munna Michael,Siddharth Mahadevan,Tanishk Bagchi,Kumaar, ,Dil hai aawara to aitraz kyaa hai Kya lena jahan se yeh meri ada hai Kitne jaadoo hain mujhmein dikha du zara Koyi shakk hai to tujko bata du zara Main hoon bas yahan main hoon Mere jaisa koyi hai kahan Main hoon aage aage main hoon Mere peechhe sarra hai jahan Main hoon! Main hoon aage aage.. x (2) Har ik dil mein main to dhadakta rahun Dhun pe dhadkan ki harpal thirakta rahun Mere to nachne mein hai chinghariyan Meri raftaron se hi to hai yariyan In havaon ko main to jhuka du zara Koyi shakk hai to tujko bata du zara Main main.. Main hoon bas yahan main hoon Mere jaisa koyi hai kahan Main hoon aage aage main hoon Mere peechhe sarra hai jahan Main hoon! Main hoon aage aage.. x (2) Meri har baat mein haan koyi baat hai Jise kehte hain kismat mere hath hai Tum chaaho to rakh lo yeh sari zameen Par woh aasman to mere sath hai Hosh mein hai to hosh udda du zara Koyi shakk hai to tujko bata du zara Main hoon bas yahan main hoon Mere jaisa koyi hai kahan Main hoon aage aage main hoon Mere peechhe sarra hai jahan x (2)
350,Koi Khalish,Jagga Jasoos,Armaan Malik,Pritam,Amitabh Bhattacharya, ,Dil mein tere yaadein liye Khudko hi maine bhulaya Harpal tujhe chaaha sanam Khwaabon mein tujhko bulaya Tu hi hai haqiqat Tu hi hai kismat Khuda se maangu tujhe main Tu hai koi khalish Ya hai koi khata Par sanam meri Kabhi ho na judaa x (2) Jo na kiya agar toone kabul Jeete jee hum mar jaayenge Mera wajood ab hai tujhse se hi Tujhse na door reh paayenge Tu hi hai fursat Tu hi hai rehmat Kaise na chaahun tujhe main Tu hai koi khalish Ya hai koi khata Par sanam meri Kabhi ho na judaa x (2)
351,Galti Se Mistake,Jagga Jasoos,"Arijit Singh, Amit Mishra",Pritam,Amitabh Bhattacharya, ,Jhatka zara sa mehsus hua ik Life ki gaadi ne kaske mara break Ho raha hai kyun confuse mere dil Mashwara mera tu aazma ke dekh Yehi umar hai kar le Galti se mistake x (3) Yehi umar hai karle Galti se mistake beta! Chal muscle phulana Thodi body banana Phir chikni gaalon pe Stubble ki fasal ugana Are re re ae abbe ae Chal beta shuru ho ja guru Bagal utha ke Thoda deo lagana Kisi bagal wali ko Mardani khushbu sunghana Chal upar ke do button Dheele karke batana Baalon wala seena dikhana Baalon wala seena dikhana Barson talak tu cycle pe ghooma hai Highway pe motorcycle bhaga ke dekh Speed mein tujhko agar sardi lage to Seat pe pichhe ladki bitha ke dekh Yehi umar hai kar le Galti se mistake x (3) Yehi umar hai karle Galti se mistake beta! Yehi umar hai kar le Galti se mistake x (3) Yehi umar hai karle Galti se mistake beta!
352,Tinka Tinka Dil Mera,Tubelight,Rahat Fateh Ali Khan,Pritam,Kausar Munir, ,Tinka tinka dil mera Teri lau mein jalta hai Jaaye tu chaahe kahin Tere dil mein dhalta hai Katra katra dil mera Tere rau mein behta hai Jaaye tu chaahe kahin Mere dil mein rehta hai Teri ik ik karke yaadein aati hai Meri ik ik karke saasein jaati hain Yeh meri aah jo kabhi kahin nikal jaaye Maangein bas jhalak teri kahin tu mil jaaye Tukda tukda dil mera Te rasta takta hai Jaaye tu chaahe kahin Mere dil mein thamta hai
353,Ullu Ka Pattha,Jagga Jasoos,"Arijit Singh, Nikita Gandhi",Pritam,Amitabh Bhattacharya, ,"Ullu le, ullu le x (4) Jana na ho jahan wahin jaata hai Dil ullu ka pattha hai Thodi takdeer kyon azmata hai Dil ullu ka pattha hai x (2) Be sar-pair ki hai isski adatein Aafat ko jaan ke deta hai dawatein Jaise aata hai chutki mein jaata hai Dil sau sau ka chhutta hai Jaana na ho jahan wahin jata hai Dil ullu ka pattha hai Ullu le, ullu le x (3) Confuse hai dosti pe ise aitbar aata hai Rang mein dosti ke jo bhang ghol de Ishq ka bhoot sar pe sawar aadha hai Nighal sake nahi ughal sake Sangemarmar ka bangla banata hai Dil Akbar ka pota hai Jana na ho jahan wahin jaata hai Dil ullu ka pattha hai"
354,Naach Meri Jaan,Tubelight,"Kamaal Khan, Nakash Aziz, Dev Negi, Tushar Joshi",Pritam,Amitabh Bhattacharya, ,"Tu mera hukam ka ikka Tu hi meri kirkit ka chhakka Main Aladdin tu mera jinn Main adhura tere bin Tu meri body ka sikka Tu hi dildar mera pakka Tu Aladdin main tera jinn Main adhura tere bin Main kisise kam nahi toone sikhaya Jeene ka nuskha yehi toone bataya Naach meri jaan hoke magan tu Chhod ke saare kintu, parantu x (2) Maar chhalangein choo le gagan tu Chhod ke saare kintu, parantu Naach meri jaan hoke magan tu Chhod ke saare kintu, parantu Hul layi chhama deyi, chhamma deyi Jaduk dilase x (2) Oho hoyi hoyi hoye Manwa karat machhoyi Hul layi chhama deyi, chhamma deyi Jaduk dilase Rishta humara jaise ke dori Is’se judi ho patang patang patang patang Tujhse bichhad ke chal na sakoonga Ek bhi main kadam kadam kadam kadam Palkon pe mujhko bas toone bithaya Jeene ka nuskha yehi toone bataya Chhed ghata ko banke pawan tu Chhod ke saare kintu, parantu Naach meri jaan hoke magan tu Chhod ke saare kintu, parantu Maar chhalangein choo le gagan tu Chhod ke saare kintu, parantu Naach meri jaan hoke magan tu Chhod ke saare kintu, parantu Hul layi chhama deyi, chhamma deyi Jaduk dilase Oho hoyi hoyi hoye Manwa karat machhoyi Hul layi chhama deyi, chhamma deyi Jaduk dilase"
355,Phir Bhi Tumko Chaahungi,Half Girlfriend,Jyotica Tangri,Mithoon,Manoj Muntashir, ,Tu mere ho iss pal mere ho Kal shayad yeh aalam na rahe Kuchh aisa ho tum tum na raho Kuchh aisa ho hum hum na rahein Yeh raaste alag ho jaayein Chalte chalte hum kho jaayein Main phir bhi tumko chaahungi x (4) Iss chahat mein mar jaaungi Main phir bhi tumko chaahungi Meri jaan main har khamoshi mein Tere pyar ke naghmein gaaungi Ho main phir bhi tumko chaahungi Main phir bhi tumko chaahungi Iss chahat mein mar jaaungi Main phir bhi tumko chaahungi Aise zaroori ho mujhko tum Jaise hawaein saanson ko Aise talaashun main tumko Jaise ki pair zameenon ko Hansna ya rona ho mujhe Pagal si dhoodhun main tumhein Kal mujhse mohabbat ho na ho Kal mujhko ijazat ho naho Toote dil ke tukde lekar Tere dar pe hi reh jaaungi Main phir bhi tumko chaahungi x (2) Iss chahat mein mar jaaungi Main phir bhi tumko chaahungi
356,Teri Yaadon Mein,Behen Hogi Teri,"Yasser Desai, Pawni Pandey, Yash Narvekar",Yash Narvekar,"Yash Narvekar, Amit Dhanani", ,Hua hai kya nahin khabar Par kuchh to hai alag magar Main janti na kuchh agar Bata de kya ho gaya Phir hona kya hai Main hun tum bhi ho Mere paas ho tum par ghum bhi ho Mere ashkon ki ho tum wajah Mere hothon ki ho hansi Teri yaadon mein main kho gaya Khud se juda main bhi ho gayi Teri yaadon mein milke kho gayi Khud se juda main yoon ho gaya Kabhi kahin to hum mile Jahan koyi bhi milta nahin Hain wohi jagah woh raste Pehle sa kuchh lagta nahin Jaane kaise nashe mein Ghul se gaye hain savere Milte beghanon se Par lag rahe ho tum kyon mere Samjhana chahoon main Lafzon mein tumse keh na paaun Tum hi bata do kya ho gaya Phir hona kya hai Main hun tum bhi ho Mere paas ho tum par ghum bhi ho Mere ashkon ki ho tum wajah Mere hothon ki ho hansi Teri yaadon mein main bhi kho gayi Khud se juda main yoon gaya
357,Main Tera Boyfriend,Raabta,"Arijit Singh, Neha Kakkar, Meet Bros",Sourav Roy,Kumaar, ,"Duniya ko khud se alag karke Rakh loonga tujhko main hug karke I wanna say you, main taan rehna soniye Tere naal naal ni x (2) Pyar vyar wali baate sab karke Mar baitha tujhko love karke I wanna say you, main taan rehna soniye Tere naal naal ni Kyun ke main tera boyfriend Main tera boyfriend Main tera boyfriend tu meri girlfriend Oh mainu kehndi na na na na Main tera boyfriend tu meri girlfriend Oh mainu kehndi na na na na Ruk te ja meri gall taan sunle Oh mainu kehndi na na na na x (2) Neeli neeli ankhiyon mein Delhi wala kajra mainu invite karda Tere kol kive aawan Tainu jhappi kive pawan Thought yeh excite karda Listen! Tainu pehchan di aan Habit main jaan di aan Har kudi utte marda Tera aitbar nahi, karna main pyar nahi Kyun mera pichha karda Chala jaayega tu mujhe tang karke Ditch wali baate mere sang karke I wanna say you main ni rehna sohneya Tere naal naal ve Kyun ke main tera boyfriend Main tera boyfriend Main tera boyfriend tu meri girlfriend Oh mainu kehndi na na na na Tu mera boyfriend main teri girlfriend Ab na karoongi na na na na Ruk te ja meri gall taan sunle Ab na karoongi na na"
358,O Saathi,Shab,Arijit Singh,Mithoon,Mithoon, ,"Kis tarah main bataun Ki adhura main hun Yeh yakeen dila Bana tere liye hi main hun Ab yahi hai meri khwaahish Is pal ko to main jiyoon Tu is jagah hai khada Phir bhi hai door tu haan Kuchh na raha darmiyaan Phir kyon dil keh raha O saathi, o saathi Itna to bas karde Ek aakhiri dafaa sahi Baahon mein tu bhar le O saathi Itna to bas karde Ek aakhiri dafaa sahi Baahon mein tu bhar le"
359,Frankly Tu Sona Nachdi,Guest in London,"Raghav Sachar, Tarannum Mallik",Raghav Sachar,Kumaar, ,Colour full chooriyan Paa ke chamke rang roop Main karaan ki tareefan Oh lage gulabi wali dhoop Bada lachkeela tera lakk baby Nach le tu tujhko hai hakk baby Ungliyon mein daal ke chhalle Bandhe kamar pe saari ke palle Maare continuously thumke Toh ho gayi balle balle But I wanna say Oh vi nachdi ok ok Aye vi nachdi ok ok Tu lage different sonheye Mainu sonh rab di Frankly tu sona nachdi Frankly tu sona nachdi Kurdiyan jo tu hi ek nachdi Frankly tu sona nachdi Frankly tu sona nachdi Colour full chooriyan Paa ke chamke rang roop Main karaan ki tareefan Oh lage gulabi wali dhoop Akhiyon mein kajal kala Aaj main rach ke dala Kaanon mein ear ring bhi Hai yeh bareilly wala Tu lagdi fire jaisi Bijli di wire jaisi Thoda current mardi Tu hi ik cheez hai aisi But I wanna say Oh vi nachdi ok ok Aye vi nachdi ok ok Tu lage different sonheye Mainu sonh rab di Frankly tu sona nachdi Frankly tu sona nachdi Kurdiyan jo tu hi ek nachdi Frankly tu sona nachdi Frankly tu sona nachdi Colour full chooriyan Paa ke chamke rang roop Main karaan ki tareefan Oh lage gulabi wali dhoop
360,Kudi Gujarat Di,Sweetiee Weds NRI,Jasbir Jassi,"Durgesh Rajbhatt, Love Shankar",Dr Devinder Kafir, ,"Move your body Let’s party! Saara din soye Full night ye jaage x (2) Haye lagdi ae rani raat ki Dil lai gayi kudi Dil lai gayi Dil dil lai gayi Dil lai gayi kudi Gujarat di Oh dil lai gayi kudi Dil lai gayi kudi Gujarat di Oh dil lai gayi kudi Gujarat di Move your body Let’s party Move your body Hey! Kem chho maja maa chho Aaja re aaja chhori sunle mera haal Party mein busy rahu main to poora saal Daddy ji rahein full pareshan mere te Mummy ji bolein ghar aaja mere laal I don’t wanna go home kyunki, I’m talli Poori botal piye bina mile na tasalli Aise mein tu hi bata kaun jaaye ghar baby Tere jaisi kudi jab mil jaaye kalli Upar se jo bol de jo kem chho, kem chho Sun ke heart wali beat badh jaati ae Aankhon mein aankhein daal ke jo pila de peg By God daru ye double chadh jaati ae Double chadh jaati ae Night club jaake kare jadon dance Munde akhan vich akhan paake karde romance Oh jo tu kardi ae dance Munde karde romance Haaye night club jaake kare jadon dance Munde akhan vich akhan paake karde romance Ho kabhi lagti hoon rum Kabhi yenka bomb Ho kabhi lagti ho rum Kabhi yenka bomb Kabhi botal desi sharab di Oh dil lai gayi kudi oye Dil lai gayi Dil dil lai gayi Dil lai gayi kudi Gujarat di Oh dil lai gayi kudi Dil lai gayi kudi Gujarat di Oh dil lai gayi kudi Gujarat di Move your body Dil lai gayi Let’s party Dil dil lai gayi"
361,Radio,Tubelight,"Kamaal Khan, Amit Mishra",Pritam,Amitabh Bhattacharya, ,Khushkhabri aisi mili hai Uchhalne lage hum hawa mein Poori huyi dil ki tamanna Bada hi asar tha dua mein Ban-than ke baal bana ke Joota polish karwa ke Naachenge hum ta ta thaiya Sajan radio o o o Bajaiyo bajaiyo bajaiyo zara Sajan radio o o Bajai ke sabhi ko nachaiyo zara Sajan radio o o o Bajaiyo bajaiyo bajaiyo zara Sajan radio o o o Bajaiyo bajaiyo bajaiyo zara Sajan radio o o Bajai ke sabhi ko nachaiyo zara Sajan radio o o o Bajaiyo bajaiyo bajaiyo zara
362,Hum Hain Bank Chor,Bank Chor,"Kailash Kher, Ambili",Kailash Kher,"Kailash Kher, Ambili", ,"Din mein jaaga ulloo Kaam ki shurwat karke puja path se Chori karke rehte hain par Thath bhath se Sab to hai maloom Ke tinka kiski dadhi mein Ghoom ghoom ke aaye hum bhi Ghaat ghaat se Bank chor x (4) Hum hain bank chor Hum pe kiska zor Maal malai hum chatein Koyi pakda jaave aur Chaahein bank chor Hum pe kiska zor Maal malai hum chatein Koyi pakda jaave aur Pick pockets are such a bore My boy shagger hardcore Money spin in billionaire Ladies just scared in love He’ll cash you in he’ll cash you out Bombay’s LA he’s got crime Aabra ka daabra two three four Hey he’s my bank chor Hum hain bank chor Hum pe kiska zor Maal malai hum chatein Koyi pakda jaave aur Jhoote to sabhi hain Koyi khara na sachcha Tu bhi chor, main bhi chor Shor na macha Jod tod ka hi sara khel yahan Main teri khujaun aur tu meri khuja Chillum chali chod ke Tigdam wigdam jod ke Chillum chali chod ke Chal maal ko daba Hum hain bank chor Hum pe kiska zor Maal malai hum chatein Koyi pakda jaave aur Chaahein bank chor Hum pe kiska zor Maal malai hum chatein Koyi pakda jaave aur Bank chor x (4)"
363,Musafir,Sweetiee Weds NRI,"Atif Aslam, Palak Muchhal",Palash Muchhal,Palak Muchhal, ,Kaise jiyoonga kaise Bata de mujhko tere bina x (2) Tera mera jahaan Le chaloon main wahaan Koyi tujhko na mujhse chura le Rakh loon aankhon mein main Kholoon palkein na main Koyi tujhko na mujhse chura le Main andheron se ghira hoon Aa dikha de tu mujhko sawera mera Main bhatakta ik musafir Aa dila de tu mujhko basera mera Jaagi jaagi ratein meri Roshan tujhse hai sawera Tu hi mere jeene ki wajah Jab tak hain ye saansein meri Inpe hai sadaa hak tera Poori hai tujhse meri duva Tera mera jahaan Le chaloon main wahaan Koyi tujhko na mujhse chura le Rakh loon aankhon mein main Kholoon palkein na main Koyi tujhko na mujhse chura le Main andheron se ghira hoon Aa dikha de tu mujhko sawera mera Main bhatakta ik musafir Aa dila de tu mujhko basera mera
364,Tera Hoke Rahoon,Behen Hogi Teri,Arijit Singh,Kaushik Akash Guddu (KAG),Bipin Das, ,"Chaahe de yaara khushiyan Ho jaayein ab main se hum Dil mein tu jagah de Yeh faslon ko karde tu kam Maangi maangi dua maangi hai Bas yehi duva maangi hai Main din-ba-din tujhmein rahoon Ho uff tak na yaara karoon ho Tera hoke rahoon, haan rahoon Tera hoke rahoon x (2) Maangi maangi dua maangi hai Bas yehi duva maangi hai Main din-ba-din tujhmein rahoon Ho uff tak na yaara karoon ho Tera hoke rahoon, haan rahoon Tera hoke rahoon Tera hoke rahoon"
365,Mere Dil Mein,Half Girlfriend,"Veronica Mehta, Yash Narvekar",Rishi Rich,"Yash Anand, Yash Narvekar, Rekhi, Veronica Mehta", ,"Aapki khidmat mein main Apni chand gazlein pesh karne ki Ijazat chaahti hoon, ijazat hai? Me me me me mere dil mein x (3) This is the Rishi Rich Me me me me mere dil mein x (2) Ijazat hai Aankhein dhatoora teri batein nasha Viral sa fever tera mujhpe chadha Hua dil pe hai dent Aadhi de commitment Karegi na repent Banja meri half girlfriend I got lotta love for you But I keep on thinking That this love will not survive You and me livig a fantasy And we better make it stop Or we fall way too deep Yoon chup rahoon Kuchh na kahoon Aise kaise jaane doon Me me me me mere dil mein x (3) I gotta let you go That I love you so But I gotta let you go Me me me me mere dil mein x (3) Ijazat hai Me me me me mere dil mein x (2) This is the Rishi Rich, baby! Me me me me mere dil mein x (3) Ijazat hai? Facebook pe maine tujhe stalk kiya Oh baby toone kaahe mujhe block kiya Na hogi story yeh end Kar ek duje ko ban Honge twitter pe trend Ban ja meri half girlfriend Even though we know we gotta say goodbye I can’t help but feel a little sad inside We have had some good times you and me But we both know that’s Just really ain’t meant to be Ae zara dekh tu Sadiya main hoon Aise kaise jaane doon Me me me me mere dil mein x (3) I gotta let you go That I love you so But I gotta let you go Me me me me mere dil mein x (3) Ijazat hai? Angreji chhori tu Local launda main hoon Aise main kaise jaane doon Kaisi hai yeh saza Aadha to de maza Aise main kaise jaane doon I gotta let you go Aise kaise jaane doon But I gotta let you go Aise kaise jaane doon Zid pe adoon Kyun na rok loon Aise kaise jaane doon Me me me me mere dil mein x (3) I gotta let you go That I love you so But I gotta let you go Me me me me mere dil mein x (3) Aise kaise jaane doon"
366,Tu Hi Hai,Half Girlfriend,Rahul Mishra,Rahul Mishra,Laado Suwalka, ,"Karta nahi tu kyun tu mujhpe yakeen Kyun mere dil ki tu sunta nahi Tere bagair kitna tanha sa hoon Aalam yeh dil ka tu samjhe kabhi Hai pata yeh tujhe Na jee sakoonga bin tere Phir bhi kyun mujhse juda tu Tu hi hai, tu hi to hai Mera junoon Tu hi hai, tu hi to hai Dil ka sukoon Tu hai jiske bina main Jee na sakoon Aa phir jiyein shaamein wohi Chal phir wahin hum baatein karein Bechainiyon ke phir silsile hon Dil phir mera yeh aanhein bhare Zyada nahi to thodi sahi Dede mujhe woh hi zindagi Aa mere nazdeek tu Yeh fasle mujhko ghere Hai pata yeh tujhe Na jee sakoonga bin tere Phir bhi kyun mujhse juda tu Tu hi hai, tu hi to hai Mera junoon Tu hi hai, tu hi to hai Dil ka sukoon Tu hai jiske bina main Jee na sakoon Kubol nigaahon ki na ho woh dua Jismein yaar ke deedar ki talab na ho Har dua mein tu hi hai Tu hi hai Hai yeh pata jaana hi hai Raahon se teri door mujhe Mumkin nahi hai mere liye Par bhoolna hi hoga tujhe Ishq ke aage hai jo jahan Ae dil le chal mujhko wahan Jo bachi mujhmein teri Unn khusbuon se tu kar riha Hai tujhe ab mera Haan alvida alvida Phir bhi kyun dil kehta Tu, tu hi hai, tu hi to hai Mera junoon Tu hi hai, tu hi to hai Dil ka sukoon Tu hai jiske bina main Jee na sakoon"
367,Raabta Title Song,Raabta,Nikita Gandhi,Pritam,"Irshad Kamil, Amitabh Bhattacharya", ,"Tan lade to tan mukk jaaye Rooh jude to judi reh jaaye Tujhse kiya hai dil ne bayan Diya nigahon ko zuban Vaada wafa ka kiya Tujhse liya khud ko mila Liya duaon ka sila Jeene ka sapna liya Dil ke makan mein Tu mehman raha, raha Aankhon ki zaban Kare hai bayan kaha, akaha Kuchh to hai tujhse raabta Kuchh to hai tujhse raabta Kyun hai yeh Kaise hai yeh tu bata Kuchh to hai tujhse raabta Kuchh to hai tujhse raabta Kuchh to hai tujhse raabta Kyun hai yeh Kaise hai yeh tu bata Kuchh to hai tujhse raabta"
368,Thodi Der,Half Girlfriend,"Farhan Saeed, Shreya Ghoshal",Farhan Saeed,Kumaar, ,Dil charkhe ki ek tu dori Dil charkhe ki ek tu dori Sufi iska rang haye Ismein jo tera khwaab piroya Ismein jo tera khwaab piroya Neendein bani patang Dil bharta nahi aakhein rachti nahi Chaahe kitna bhi dekhte jaaun Waqt jaaye main rok na paaun Tu thodi der aur thehar ja soneya Tu thodi der aur thehar ja Tu thodi der aur theher ja zaalima Tu thodi der aur theher ja Haye din tere bin ab jee na payein Saasein na leti raat Ishq kare mere honthon se Bas ik teri baat Teri doori na sahun Door khud se rahun x (2) Tere pehlu mein hi reh jaaun Tu hi samajh le jo main chaahun Tu thodi der aur thehar ja zalima Tu thodi der aur thehar ja x (3) Tu thodi der.. Bas thodi der aur thehar ja
369,Ik Vaari Aa,Raabta,Arijit Singh,Pritam Chakraborty,Amitabh Bhattacharya, ,Ik vaari aa bhi jaa yara Ik vaari aa Raah takoon main bechara Ik vaari aa x (2) Dhal rahi shaam hai Dil tere naam hai Iski aadat bani Hai teri yaariyan Chaand hun main tu hai tara Ik vaari aa Ik vaari aa bhi jaa yara Ik vaari aa Yeh ishq ki inteha Lene lagi imtehan Hadh se ghuzarne lagi Hai meri chaahtein Dhadkan ki betabiyan Karne lagi ilteza Lag ja gale se zaraa To mile rahatein Bas tujhe chaahna Ik yehi kaam hai Kaam aane lagi Saari bekariyan Usspe samaa bhi hai pyara Ik vaari aa Ik vaari aa bhi jaa yara Ik vaari aa
370,Hoor,Hindi Medium,Atif Aslam,Sachin Jigar,Priya Saraiya, ,Lafzon ke haseen dhagon mein kahin Piro raha hun kabse main hazoor Koshishein zara hain nighahon ki Tujhe dekhne ki ho khata zarur Diwangi kahoon ise Ya hai mera fitoor Koyi hoor jaise tu Koyi hoor jaise tu Bheege mausam ki Bheegi subah ka hai noor Kaise door tujhse main rahoon Khamoshiyan jo sunle meri Inmein tera hi zikra hai Khwaabon mein jo tu dekhe mere Tujhse si hota ishq hai Ulfat kaho ise meri Na kaho hai mera kasur Koyi hoor jaise tu Koyi hoor jaise tu
371,Iss Tarah,Meri Pyaari Bindu,"Clinton Cerejo, Dominique Cerejo",Sachin Jigar,Kausar Munir, ,"Ye ishq nahi hai aasaan Itna to samajh hai aata Tu aag ka dariya hai Mujhe tairna nahi aata Mujhe tairna nahi aata Tujhe doobna nahi aata x (2) Ye shehar meri ulfat ka Woh shehar teri ghaflat ka Tu raat ka sooraj hai Mujhe jagna nahi aata Mujhe jagna nahi aata Tujhe ghuroobna nahi aata x (2) Tere mere taare Milein, milein na re Chhat to hai chhat se judi Chaand bhi chhup jaaye Hathon mein na aaye Khidkiyan to hain khuli O iss tarah hum galat Hum galat, hum sahi, hum sahi Har jagah har taraf Har tarah hain hamin Ye ishq nahi hai aasaan Itna to samajh hai aata Tu aag ka dariya hai Mujhe tairna nahi aata Mujhe tairna nahi aata Tujhe doobna nahi aata x (2) Tu reit si hathon se Aisi phisal jaati hai Mujhe rokna nahi aata Tujhe theharna nahi aata Tu sarphiri hawaon mein Firki si yoon phiri jaaye Mujhe baandhna nahi aata Tujhe thamna nahi aata Teri meri raahein Milein milein na re Takraayengi to kabhi Raste bhatak jaayein Galiyan badal jaayein Badlenge dil na kabhi O iss tarah hum galat Hum galat, hum sahi, hum sahi Har jagah har taraf Har tarah hain hamin Ye ishq nahi hai aasaan Itna to samajh hai aata Tu aag ka dariya hai Mujhe tairna nahi aata x (2)"
372,Ye Jawaani Teri,Meri Pyaari Bindu,"Nakash Aziz, Jonita Gandhi",Sachin Jigar,Kausar Munir, ,"Arre oh kalkatte wali Bengali qawwali Gaane de na, gaane de na Gaane de mujhe Arre bhaad mein jaye sali Yeh yaari duniyadari Ghar mein tere aane de na Aane de na mujhe Zara si teri khidki khol de Phirki chod de udd udd jaane de Zara si mujhe dheel to de Zara feel to de Mujhe khush ho jaane de Hey yaari naari ki khatir Zara paas to aane de Ye jawaani teri, ye jawaani meri Ye jawaani teri, ye jawaani meri Ja ja jeene nahi deti x (3) Gali gali gali ghumein Aaja penchon ko ladayein Par par par khachchce Aaja khoonche ke udayein Oh nayi nayi nayi aaja Milke afwahein udayein Ghar ghar gharwalon ki Naakon ko katayein Thodi si dekho teri bhi Thodi meri bhi hone de badnami Haan bolo woh jawaani kya Jismein na ho thodi si ayyashi Aadhi aadhi raat ke hum Poore poore sathi Ye jawaani teri, ye jawaani meri Ye jawaani teri, ye jawaani meri Ja ja jeene nahi deti x (2)"
373,Suit Suit,Hindi Medium,Guru Randhawa,"Guru Randhawa, Rajat Nagpal","Guru Randhawa, Arjun", ,"Now whatever you at bae You can make the whole room stare But you know that my favorite Is when you rockin’ that desi swag Oh tainu suit suit karda Oh tainu suit suit karda Suit karda, tainu suit suit karda Ho ni tu lagdi punjaban, lagdi patola Lagge ni tu saariyan to wakhri Tainu suit suit karda Oh tainu suit suit karda Chandni chowk ch tabahi je payi aa Puchhde ne munde dasson Kudi kithon aayi aa x (2) Haye bachha bachha phire Haye ni bachha bachha phire Phire bachha bachha tere utte marda Tainu suit suit karda Oh tainu suit suit karda Suit karda, tainu suit suit karda Now whatever you at bae You can make the whole room stare But you know that my favorite Is when you rockin’ that desi swag Pull your little black dress It don’t do it for me You know how to impress Just give it to me No jeans, no dresses, no tees no My clinge she’s in a saree yeah! Now keep it desi Like you’re in Delhi You gotta rap the team shawty I know the flexing mad as me You should be checkin’ Cause I want to make you my rani Tainu suit suit karda Oh tainu suit suit karda Suit karda, tainu suit suit karda Ho ni tu lagdi punjaban, lagdi patola Lagge ni tu saariyan to wakhri Tainu suit suit karda Oh tainu suit suit karda"
